"　　毎月勤労統計調査　産業別時系列表（賃金・労働時間・雇用指数、労働異動率及び対前年比（差））　　和歌山県","","","","","","","","","","","","","","","平成22年＝100",""
"入職率","J金融業・保険業","５人以上","2009.0","2.32","0.5","2.68","0.44","10.55","0.0","1.86","2.27","1.34","0.51","7.0","0.0","0.65"
"入職率","J金融業・保険業","５人以上","2010.0","2.65","0.41","3.4","0.0","12.25","2.1","3.22","0.88","0.11","0.0","5.54","2.97","0.93"
"入職率","J金融業・保険業","５人以上","2011.0","1.82","0.14","1.13","0.0","10.25","0.69","0.84","1.25","0.6","0.53","5.2","1.0","0.15"
"入職率","J金融業・保険業","５人以上","2012.0","1.71","1.0","1.21","0.71","6.77","2.57","1.46","0.97","0.52","0.32","2.99","1.53","0.52"
"入職率","J金融業・保険業","５人以上","2013.0","1.62","0.22","0.35","2.6","7.23","1.04","0.85","0.66","0.31","0.42","5.14","0.53","0.12"
"入職率","J金融業・保険業","５人以上","2014.0","2.43","0.6","3.58","0.78","9.07","2.32","1.83","1.07","2.92","3.69","2.23","0.81","0.24"
"入職率","J金融業・保険業","５人以上","2015.0","2.64","1.06","0.04","0.21","9.65","4.3","1.48","1.05","2.74","2.13","3.93","4.11","1.02"
"入職率（前年差）","J金融業・保険業","５人以上","2006.0","0.52","-1.08","2.46","1.09","1.92","-0.14","-2.26","0.01","-1.77","1.56","1.94","2.32","0.15"
"入職率（前年差）","J金融業・保険業","５人以上","2007.0","0.04","0.59","-2.39","0.21","-1.01","3.39","0.99","0.59","2.19","-1.51","-1.38","-1.42","0.29"
"入職率（前年差）","J金融業・保険業","５人以上","2008.0","-0.37","0.89","0.37","-0.66","-1.21","-2.84","0.6","2.56","-1.51","-0.27","-1.37","0.04","-1.12"
"入職率（前年差）","J金融業・保険業","５人以上","2009.0","0.63","-1.24","1.27","-0.63","6.9","-1.04","0.03","-1.52","0.48","-0.12","5.15","-1.18","-0.55"
"入職率（前年差）","J金融業・保険業","５人以上","2010.0","0.33","-0.09","0.72","-0.44","1.7","2.1","1.36","-1.39","-1.23","-0.51","-1.46","2.97","0.28"
"入職率（前年差）","J金融業・保険業","５人以上","2011.0","-0.83","-0.27","-2.27","0.0","-2.0","-1.41","-2.38","0.37","0.49","0.53","-0.34","-1.97","-0.78"
"入職率（前年差）","J金融業・保険業","５人以上","2012.0","-0.11","0.86","0.08","0.71","-3.48","1.88","0.62","-0.28","-0.08","-0.21","-2.21","0.53","0.37"
